nodeId,parentNode,concept,pageType,role,cluster,primaryIntent,businessPriority,recommendedPublicPath,historicalPathCandidate,newOrHistorical,tier,contentRequired,indexRecommendation,parentDependency,dependencyReady,releaseAfter,batch
LOCAL_CAMERA_UBON,MONEY_CAMERA,รับซื้อกล้อง อุบลราชธานี (Canon / Nikon / Sony) — รับซื้อกล้องและเลนส์ ในเมืองอุบล,LOCAL_MONEY,LOCAL_MONEY,camera,local_camera_ubon,HIGH,/รับซื้อกล้องอุบล-กล้องcanon-niko/,/รับซื้อกล้องอุบล-กล้องcanon-niko/,HISTORICAL,TIER_2_MODERATE_EQUITY,CONTENT_REQUIRED,HOLD_NOINDEX,MONEY_CAMERA,PENDING,MONEY_CAMERA,Batch 4 — Camera & Audio Hubs
LOCAL_CAMERA_YASOTHON,MONEY_CAMERA,รับซื้อกล้อง ยโสธร — รับซื้อกล้อง Mirrorless และเลนส์มือสอง ในเมืองยโสธร,LOCAL_MONEY,LOCAL_MONEY,camera,local_camera_yasothon,HIGH,/รับซื้อกล้อง-ยโสธร/,/รับซื้อกล้อง-ยโสธร/,HISTORICAL,TIER_2_MODERATE_EQUITY,CONTENT_REQUIRED,HOLD_NOINDEX,MONEY_CAMERA,PENDING,MONEY_CAMERA,Batch 4 — Camera & Audio Hubs
LOCAL_CAMERA_SISAKET,MONEY_CAMERA,รับซื้อกล้องถ่ายรูป ศรีสะเกษ — บริการรับซื้อกล้องมือสอง ในเมืองศรีสะเกษและกันทรลักษ์,LOCAL_MONEY,LOCAL_MONEY,camera,local_camera_sisaket,HIGH,/รับซื้อกล้องถ่ายรูป-ศรี/,/รับซื้อกล้องถ่ายรูป-ศรี/,HISTORICAL,TIER_2_MODERATE_EQUITY,CONTENT_REQUIRED,HOLD_NOINDEX,MONEY_CAMERA,PENDING,MONEY_CAMERA,Batch 4 — Camera & Audio Hubs
LOCAL_CAMERA_SURIN,MONEY_CAMERA,รับซื้อกล้อง สุรินทร์ — จุดรับซื้อกล้องถ่ายรูป เลนส์ มือสอง ในเมืองสุรินทร์,LOCAL_MONEY,LOCAL_MONEY,camera,local_camera_surin,HIGH,/รับซื้อกล้องมือสองสุร/,/รับซื้อกล้องมือสองสุร/,HISTORICAL,TIER_3_WEAK_BUT_STRATEGIC,CONTENT_REQUIRED,HOLD_NOINDEX,MONEY_CAMERA,PENDING,MONEY_CAMERA,Batch 4 — Camera & Audio Hubs
COND_BROKEN_SCREEN,CORE_PRICE_CHECK,จอแตก ขายได้ไหม — เกณฑ์ประเมินราคาโน๊ตบุ๊ค ไอโฟน จอแตก จอเป็นเส้น,CONDITION_GUIDE,CONDITION_GUIDE,condition,broken_screen_valuation,HIGH,/สภาพสินค้า/จอแตก/,NONE,NEW,STRATEGIC_NEW,CONTENT_REQUIRED,HOLD_NOINDEX,CORE_PRICE_CHECK,PENDING,CORE_PRICE_CHECK,Batch 5 — Condition & Valuation Guides
COND_DEAD_POWER,CORE_PRICE_CHECK,เปิดไม่ติด ขายได้ไหม — รับซื้อเครื่องเปิดไม่ติด บอร์ดช็อต โดนน้ำ ซากเครื่อง,CONDITION_GUIDE,CONDITION_GUIDE,condition,dead_power_valuation,HIGH,/สภาพสินค้า/เปิดไม่ติด/,NONE,NEW,STRATEGIC_NEW,CONTENT_REQUIRED,HOLD_NOINDEX,CORE_PRICE_CHECK,PENDING,CORE_PRICE_CHECK,Batch 5 — Condition & Valuation Guides
COND_BATTERY_DEGRADED,CORE_PRICE_CHECK,แบตเสื่อม แบตบวม — หักราคาเท่าไหร่ ควรเปลี่ยนแบตก่อนขายหรือไม่,CONDITION_GUIDE,CONDITION_GUIDE,condition,degraded_battery_valuation,HIGH,/สภาพสินค้า/แบตเสื่อม/,NONE,NEW,STRATEGIC_NEW,CONTENT_REQUIRED,HOLD_NOINDEX,CORE_PRICE_CHECK,PENDING,CORE_PRICE_CHECK,Batch 5 — Condition & Valuation Guides
COND_NO_BOX_ACCESSORY,CORE_PRICE_CHECK,ไม่มีกล่อง ไม่มีที่ชาร์จ — มีผลกับราคาขายแค่ไหน มีแต่ตัวเครื่องขายได้ไหม,VALUATION_GUIDE,VALUATION_GUIDE,valuation,missing_box_accessories_valuation,HIGH,/สภาพสินค้า/ไม่มีอุปกรณ์/,NONE,NEW,STRATEGIC_NEW,CONTENT_REQUIRED,HOLD_NOINDEX,CORE_PRICE_CHECK,PENDING,CORE_PRICE_CHECK,Batch 5 — Condition & Valuation Guides
COND_SHOULD_REPAIR,CORE_PRICE_CHECK,ควรซ่อมก่อนขายไหม — วิเคราะห์ความคุ้มค่า ค่าซ่อม vs ส่วนต่างราคาประเมิน,VALUATION_GUIDE,VALUATION_GUIDE,valuation,repair_vs_sell_as_is,HIGH,/สภาพสินค้า/ควรซ่อมก่อนขายไหม/,NONE,NEW,STRATEGIC_NEW,CONTENT_REQUIRED,HOLD_NOINDEX,CORE_PRICE_CHECK,PENDING,CORE_PRICE_CHECK,Batch 5 — Condition & Valuation Guides
GUIDE_FACTORY_RESET,CORE_HOW_TO_SELL,"วิธีล้างเครื่องก่อนขาย — ออกจาก iCloud, Google Account, ลบข้อมูลให้ปลอดภัย 100%",HOW_TO,HOW_TO,guide,data_wiping_factory_reset_guide,HIGH,/คู่มือ/วิธีล้างข้อมูล-factory-reset/,NONE,NEW,STRATEGIC_NEW,CONTENT_REQUIRED,HOLD_NOINDEX,CORE_HOW_TO_SELL,PENDING,CORE_HOW_TO_SELL,Batch 6 — Decision Guides
GUIDE_CHECK_SPECS,CORE_HOW_TO_SELL,"วิธีตรวจเช็กสเปกเครื่องก่อนขาย — ดู CPU, GPU, RAM, SSD, Battery Health, Shutter Count",HOW_TO,HOW_TO,guide,check_device_specifications_guide,HIGH,/คู่มือ/วิธีตรวจสเปกก่อนขาย/,NONE,NEW,STRATEGIC_NEW,CONTENT_REQUIRED,HOLD_NOINDEX,CORE_HOW_TO_SELL,PENDING,CORE_HOW_TO_SELL,Batch 6 — Decision Guides
GUIDE_PHOTO_VALUATION,CORE_HOW_TO_SELL,วิธีถ่ายรูปสินค้าประเมินราคา — มุมถ่ายที่ต้องมี จุดตำหนิที่ต้องแจ้ง เพื่อให้ได้ราคาตรงปก,HOW_TO,HOW_TO,guide,photo_estimation_guide,HIGH,/คู่มือ/วิธีถ่ายรูปประเมินราคา/,NONE,NEW,STRATEGIC_NEW,CONTENT_REQUIRED,HOLD_NOINDEX,CORE_HOW_TO_SELL,PENDING,CORE_HOW_TO_SELL,Batch 6 — Decision Guides
